flight_number,Date,BoosterVersion,PayloadMass,Orbit,LaunchSite,LaunchSiteName,Outcome,Flights,GridFins,Reused,Legs,class
168,2022-06-18 14:19:00+00:00,SARah 1,2200.0,SSO,5e9e4502f509092b78566f87,VAFB SLC 4E (California),True,3.0,True,True,True,1
169,2022-06-19 04:27:00+00:00,Globalstar FM15,700.0,LEO,5e9e4501f509094ba4566f84,CCSFS SLC 40 (Florida),True,9.0,True,True,True,1
170,2022-06-29 21:04:00+00:00,SES-22,3500.0,MEO,5e9e4501f509094ba4566f84,CCSFS SLC 40 (Florida),True,2.0,True,True,True,1
171,2022-07-07 13:11:00+00:00,Starlink 4-21 (v1.5),13260.0,VLEO,5e9e4501f509094ba4566f84,CCSFS SLC 40 (Florida),True,13.0,True,True,True,1
172,2022-07-11 01:39:00+00:00,Starlink 3-1 (v1.5),13260.0,VLEO,5e9e4502f509092b78566f87,VAFB SLC 4E (California),True,6.0,True,True,True,1
173,2022-07-15 00:44:00+00:00,CRS-25,7842.388855421687,ISS,5e9e4502f509094188566f88,KSC LC 39A (Florida),True,5.0,True,True,True,1
174,2022-07-17 14:50:00+00:00,Starlink 4-22 (v1.5),13260.0,VLEO,5e9e4501f509094ba4566f84,CCSFS SLC 40 (Florida),True,13.0,True,True,True,1
175,2022-07-21 17:13:00+00:00,Starlink 3-2 (v1.5),13260.0,VLEO,5e9e4502f509092b78566f87,VAFB SLC 4E (California),True,4.0,True,True,True,1
176,2022-07-24 00:00:00+00:00,Starlink 4-25 (v1.5),13260.0,VLEO,5e9e4501f509094ba4566f84,CCSFS SLC 40 (Florida),True,8.0,True,True,True,1
177,2022-08-04 23:08:00+00:00,KPLO,678.0,TLI,5e9e4501f509094ba4566f84,CCSFS SLC 40 (Florida),True,6.0,True,True,True,1
178,2022-08-09 22:57:00+00:00,Starlink 4-26 (v1.5),13260.0,VLEO,5e9e4502f509094188566f88,KSC LC 39A (Florida),True,3.0,True,True,True,1
179,2022-08-12 21:30:00+00:00,Starlink 3-3 (v1.5),13260.0,VLEO,5e9e4502f509092b78566f87,VAFB SLC 4E (California),True,10.0,True,True,True,1
180,2022-08-19 19:24:00+00:00,Starlink 4-27 (v1.5),13260.0,VLEO,5e9e4501f509094ba4566f84,CCSFS SLC 40 (Florida),True,9.0,True,True,True,1
181,2022-08-28 02:22:00+00:00,Starlink 4-23 (v1.5),13260.0,VLEO,5e9e4502f509094188566f88,KSC LC 39A (Florida),True,2.0,True,True,True,1
182,2022-08-31 05:40:00+00:00,Starlink 3-4 (v1.5),13260.0,VLEO,5e9e4502f509092b78566f87,VAFB SLC 4E (California),True,7.0,True,True,True,1
183,2022-09-05 02:09:00+00:00,Starlink 4-20 (v1.5) & Sherpa LTC-2/Varuna-TDM,13260.0,VLEO,5e9e4501f509094ba4566f84,CCSFS SLC 40 (Florida),True,7.0,True,True,True,1
184,2022-09-11 01:10:00+00:00,Starlink 4-2 (v1.5) & Blue Walker 3,13260.0,VLEO,5e9e4502f509094188566f88,KSC LC 39A (Florida),True,14.0,True,True,True,1
185,2022-09-17 01:05:00+00:00,Starlink 4-34 (v1.5),13260.0,VLEO,5e9e4501f509094ba4566f84,CCSFS SLC 40 (Florida),True,6.0,True,True,True,1
186,2022-09-24 23:30:00+00:00,Starlink 4-35 (v1.5),13260.0,VLEO,5e9e4501f509094ba4566f84,CCSFS SLC 40 (Florida),True,4.0,True,True,True,1
187,2022-10-05 16:00:00+00:00,Crew-5,7842.388855421687,ISS,5e9e4502f509094188566f88,KSC LC 39A (Florida),True,1.0,True,False,True,1
188,2022-11-01 13:41:00+00:00,USSF-44,3700.0,GTO,5e9e4502f509094188566f88,KSC LC 39A (Florida),False,1.0,True,False,True,0
188,2022-10-20 14:50:00+00:00,Starlink 4-36 (v1.5),13260.0,VLEO,5e9e4501f509094ba4566f84,CCSFS SLC 40 (Florida),False,0.0,False,False,False,0
188,2022-10-08 23:05:00+00:00,Galaxy 33 (15R) & 34 (12R),7842.388855421687,Unknown,5e9e4501f509094ba4566f84,CCSFS SLC 40 (Florida),False,0.0,True,False,True,0
188,2022-10-15 05:22:00+00:00,Hotbird 13F,7842.388855421687,Unknown,5e9e4501f509094ba4566f84,CCSFS SLC 40 (Florida),False,0.0,True,False,True,0
189,2022-11-03 03:24:00+00:00,Hotbird 13G,7842.388855421687,Unknown,5e9e4501f509094ba4566f84,CCSFS SLC 40 (Florida),False,0.0,True,False,True,0
191,2022-11-08 00:00:00+00:00,Galaxy 31 (23R) & 32 (17R),7842.388855421687,Unknown,5e9e4501f509094ba4566f84,CCSFS SLC 40 (Florida),False,0.0,True,False,True,0
192,2022-11-15 00:00:00+00:00,Eutelsat 10B,7842.388855421687,Unknown,5e9e4501f509094ba4566f84,CCSFS SLC 40 (Florida),False,0.0,True,False,True,0
193,2022-11-22 00:00:00+00:00,ispace Mission 1 & Rashid,7842.388855421687,Unknown,5e9e4501f509094ba4566f84,CCSFS SLC 40 (Florida),False,0.0,True,False,True,0
194,2022-11-18 22:00:00+00:00,CRS-26,7842.388855421687,Unknown,5e9e4502f509094188566f88,KSC LC 39A (Florida),False,0.0,True,False,True,0
195,2022-11-01 00:00:00+00:00,Starlink 4-37 (v1.5),7842.388855421687,Unknown,5e9e4501f509094ba4566f84,CCSFS SLC 40 (Florida),False,0.0,False,False,False,0
196,2022-11-01 00:00:00+00:00,"O3b mPower 1,2",5100.0,MEO,5e9e4501f509094ba4566f84,CCSFS SLC 40 (Florida),False,0.0,False,False,False,0
197,2022-12-05 00:00:00+00:00,SWOT,7842.388855421687,Unknown,5e9e4502f509092b78566f87,VAFB SLC 4E (California),False,0.0,True,False,True,0
198,2022-11-01 00:00:00+00:00,SES-18 & SES-19,7842.388855421687,Unknown,5e9e4501f509094ba4566f84,CCSFS SLC 40 (Florida),False,0.0,True,False,True,0
198,2022-12-01 00:00:00+00:00,Transporter-6,7842.388855421687,Unknown,5e9e4501f509094ba4566f84,CCSFS SLC 40 (Florida),False,0.0,True,False,True,0
199,2022-12-01 00:00:00+00:00,TTL-1,7842.388855421687,PO,5e9e4502f509092b78566f87,VAFB SLC 4E (California),False,0.0,False,False,False,0
200,2022-12-01 00:00:00+00:00,WorldView Legion 1 & 2,7842.388855421687,SSO,5e9e4501f509094ba4566f84,CCSFS SLC 40 (Florida),False,0.0,False,False,False,0
202,2022-12-01 00:00:00+00:00,Viasat-3 & Arcturus,7842.388855421687,Unknown,5e9e4502f509094188566f88,KSC LC 39A (Florida),False,0.0,True,False,True,0
203,2022-12-01 00:00:00+00:00,O3b mPower 3.4,5100.0,MEO,5e9e4501f509094ba4566f84,CCSFS SLC 40 (Florida),False,0.0,False,False,False,0
